provider_code,label,address_line1,address_line2,postcode,latitude,longitude,suggestion_frequency,last_seen_on,suggestion_rank
DFD,DFD · Durban Road · WD18 7DT,Durban Road,,WD18 7DT,51.654566,-0.409576,1,2024-09-13,70
DFD,"DFD · Vittoria Motors, Cleveland Street · CH41 3NT",Vittoria Motors,Cleveland Street,CH41 3NT,53.398996,-3.028535,1,2024-09-13,71
DFD,DFD · Devonshire Road · CH48 7HR,Devonshire Road,,CH48 7HR,53.367369,-3.171255,1,2024-09-10,72
DFD,DFD · 24 Bangor Road · CH45 8JD,24 Bangor Road,,CH45 8JD,53.426723,-3.073887,1,2024-09-04,73
DFD,DFD · Pioneer Way · WD18 6TA,Pioneer Way,,WD18 6TA,51.646462,-0.411450,1,2024-07-24,74
DFD,DFD · A41 bypass · WD25 8JS,A41 bypass,,WD25 8JS,51.663666,-0.361251,1,2024-07-23,75
DFD,"DFD · Flat 40, 28 Chatsworth Road · CH42 1NY",Flat 40,28 Chatsworth Road,CH42 1NY,53.372219,-3.003992,1,2024-07-08,76
DFD,DFD · Durban Road East · WD18 0RN,Durban Road East,,WD18 0RN,51.653605,-0.404405,1,2024-07-02,77
DFD,DFD · Gammons Lane · WD24 5JH,Gammons Lane,,WD24 5JH,51.678634,-0.409977,1,2024-07-02,78
DFD,DFD · Tarren Way Industrial Estate · CH46 4TP,Tarren Way Industrial Estate,,CH46 4TP,53.408049,-3.117448,1,2024-07-01,79
DFD,"DFD · Unit 3, Road Five · CW7 3QX",Unit 3,Road Five,CW7 3QX,53.196075,-2.491608,1,2024-06-26,80
DFD,DFD · Rembrant Way · WD18 7DP,Rembrant Way,,WD18 7DP,51.651355,-0.415572,1,2024-06-25,81
DJS,"DJS · Toyota Lincoln, Cheshire Road · LN6 3SR",Toyota Lincoln,Cheshire Road,LN6 3SR,53.205727,-0.615973,1,2025-01-29,1
ELMI,"ELMI · Q & A Motoring, Mansell Road · UB6 9EH",Q & A Motoring,Mansell Road,UB6 9EH,51.527790,-0.357327,1,2024-09-03,1
FRAZ,FRAZ · Britannia Street · OL1 3QR,Britannia Street,,OL1 3QR,53.544529,-2.101567,1,2024-09-10,1
FRZ,"FRZ · Britannia Street, Britannia Street · OL1 3QR",Britannia Street,Britannia Street,OL1 3QR,53.544529,-2.101567,202,2026-06-22,1
FRZ,FRZ · Higginshaw Lane · OL2 6HW,Higginshaw Lane,,OL2 6HW,53.559879,-2.103747,20,2026-03-04,2
FRZ,"FRZ · Swade Storage, Higginshaw Lane · OL2 6HW",Swade Storage,Higginshaw Lane,OL2 6HW,53.559879,-2.103747,13,2026-05-01,3
FRZ,"FRZ · Swade Soloutions Ltd, Plot B1 · OL1 3LA",Swade Soloutions Ltd,Plot B1,OL1 3LA,,,4,2026-06-09,4
FRZ,FRZ · Brittania Street · OL1 3QR,Brittania Street,,OL1 3QR,53.544529,-2.101567,4,2025-10-29,5
FRZ,FRZ · Higginshaw Lane · OL1 3LA,Higginshaw Lane,,OL1 3LA,,,1,2026-05-29,6
FRZ,"FRZ · Swade Storage, Higginshaw Lane · OL1 3LA",Swade Storage,Higginshaw Lane,OL1 3LA,,,1,2025-05-23,7
FRZ,FRZ · Taylor Street · WA4 6HD,Taylor Street,,WA4 6HD,53.371557,-2.597545,1,2024-09-10,8
FRZ,"FRZ · Swade Solutions, Higginshaw Lane · OL2 6HW",Swade Solutions,Higginshaw Lane,OL2 6HW,53.559879,-2.103747,1,2024-07-19,9
FW,"FW · Somstar Recovery and Storage, Moseley Street · B5 6JX",Somstar Recovery and Storage,Moseley Street,B5 6JX,52.472554,-1.890158,168,2026-06-22,1
FW,"FW · Somstar Recovery & Storage, Moseley Street · B5 6JX",Somstar Recovery & Storage,Moseley Street,B5 6JX,52.472554,-1.890158,119,2025-12-11,2
FW,FW · Moseley Street · B5 6JX,Moseley Street,,B5 6JX,52.472554,-1.890158,85,2026-05-05,3
FW,"FW · Veetec Motor Group, Unit 4, Martinbridge Industrial Estate · EN1 1SP",Veetec Motor Group,"Unit 4, Martinbridge Industrial Estate",EN1 1SP,51.645403,-0.058218,52,2025-11-11,4
FW,"FW · Veetec Motor Group, Lincoln Road · EN1 1SP",Veetec Motor Group,Lincoln Road,EN1 1SP,51.645403,-0.058218,19,2025-04-17,5
FW,"FW · Coventry Road, Coventry Road · B10 0UF",Coventry Road,Coventry Road,B10 0UF,52.471356,-1.861969,11,2025-05-15,6
FW,"FW · Somstar Recovery, Moseley Street · B5 6JX",Somstar Recovery,Moseley Street,B5 6JX,52.472554,-1.890158,10,2025-02-04,7
FW,FW · Lumina Way · EN1 1FS,Lumina Way,,EN1 1FS,51.644048,-0.058955,9,2025-07-23,8
FW,FW · Lincoln Road · EN1 1SP,Lincoln Road,,EN1 1SP,51.645403,-0.058218,8,2025-09-10,9
FW,"FW · The Servicing Master Centre, 145 Cardiff Road · RG1 8JF",The Servicing Master Centre,145 Cardiff Road,RG1 8JF,51.461063,-0.982414,6,2026-03-18,10
FW,"FW · Vetec Motor Group, Lincoln Road · EN1 1SP",Vetec Motor Group,Lincoln Road,EN1 1SP,51.645403,-0.058218,2,2025-01-24,11
FW,FW · Beach Brook Close · B11 4QF,Beach Brook Close,,B11 4QF,52.456622,-1.870330,1,2026-05-06,12
FW,FW · Unit 1 Avon Street · B11 4SE,Unit 1 Avon Street,,B11 4SE,52.455887,-1.864651,1,2026-04-20,13
FW,FW · Whitmore Road · B10 0NR,Whitmore Road,,B10 0NR,52.470521,-1.862943,1,2026-04-16,14
FW,FW · Stockleys Road · OX3 9RH,Stockleys Road,,OX3 9RH,51.771094,-1.227692,1,2026-03-31,15
FW,FW · Barn Way · HA9 9NW,Barn Way,,HA9 9NW,51.569380,-0.279496,1,2026-02-13,16
FW,FW · Cardiff Road · RG1 8JF,Cardiff Road,,RG1 8JF,51.461063,-0.982414,1,2026-02-13,17
FW,"FW · HS Recovery & Storage Ltd, William Street · M12 5FX",HS Recovery & Storage Ltd,William Street,M12 5FX,53.475020,-2.217185,1,2026-01-30,18
FW,FW · Little Oaks Road · B6 6JX,Little Oaks Road,,B6 6JX,52.506977,-1.890102,1,2026-01-26,19
FW,FW · Birchfield Road · B19 1SU,Birchfield Road,,B19 1SU,52.503497,-1.899524,1,2026-01-15,20
FW,"FW · Dunsford House, Kingsnympton Park · KT2 7RT","Dunsford House, Kingsnympton Park",,KT2 7RT,51.421822,-0.278945,1,2026-01-06,21
FW,"FW · Brindley Mazda Wolverhampton, Stafford Street · WV1 1NT",Brindley Mazda Wolverhampton,Stafford Street,WV1 1NT,52.593246,-2.125324,1,2025-11-21,22
FW,"FW · City Management Services Uk Ltd, Bordesley Green · B9 4SU",City Management Services Uk Ltd,Bordesley Green,B9 4SU,52.477369,-1.853352,1,2025-11-20,23
FW,FW · 12 Bendbow Rise · LE3 1QA,12 Bendbow Rise,,LE3 1QA,52.624564,-1.183109,1,2025-11-18,24
FW,"FW · Mm Car Hire Ltd, 22 Denville Crescent · B9 5TP",Mm Car Hire Ltd,22 Denville Crescent,B9 5TP,52.483763,-1.828062,1,2025-11-10,25
FW,FW · Avon Street · B11 4SE,Avon Street,,B11 4SE,52.455887,-1.864651,1,2025-10-17,26
FW,FW · 8 Dickens Avenue · CT1 1EQ,8 Dickens Avenue,,CT1 1EQ,51.288698,1.103916,1,2025-10-06,27
FW,"FW · River Reach Business Centre, Gartons Way · SW11 3SX",River Reach Business Centre,Gartons Way,SW11 3SX,51.465908,-0.180897,1,2025-08-26,28
FW,FW · 59 Hurdlow Avenue · B18 5QQ,59 Hurdlow Avenue,,B18 5QQ,52.492761,-1.919534,1,2025-06-20,29
FW,FW · 24 Kenton Avenue · UB1 3QG,24 Kenton Avenue,,UB1 3QG,51.514381,-0.366270,1,2025-05-22,30
FW,FW · Coventry Road · B10 0UG,Coventry Road,,B10 0UG,52.470130,-1.859073,1,2025-05-20,31
FW,FW · Hale End Close · HA4 8EQ,Hale End Close,,HA4 8EQ,51.581437,-0.410789,1,2025-05-13,32
FW,FW · London Road · SM3 9AE,London Road,,SM3 9AE,51.372474,-0.226700,1,2025-05-06,33
FW,FW · Base Point Business Park · B60 3ET,Base Point Business Park,,B60 3ET,52.315929,-2.057425,1,2025-04-23,34
FW,FW · Coventry Road,Coventry Road,,,,,1,2025-04-23,35
FW,"FW · Hammonds Flleet Care Ltd, Victoria Road · B72 8HY",Hammonds Flleet Care Ltd,Victoria Road,B72 8HY,,,1,2025-04-22,36
FW,FW · Priorygate Way · B9 5NF,Priorygate Way,,B9 5NF,52.481438,-1.850953,1,2025-04-16,37
FW,"FW · Unit 4, Martinbridge Industrial Estate · EN1 1SP","Unit 4, Martinbridge Industrial Estate",,EN1 1SP,51.645403,-0.058218,1,2025-04-07,38
FW,FW · 26 Manor Court · HA9 7AX,26 Manor Court,,HA9 7AX,51.552106,-0.295538,1,2025-04-02,39
FW,"FW · Mercedes Benz World, Brooklands Drive",Mercedes Benz World,Brooklands Drive,,,,1,2025-04-01,40
FW,FW · Coventry Road · B10 0XA,Coventry Road,,B10 0XA,52.474283,-1.866554,1,2025-03-25,41
FW,FW · Keevil Drive · SW19 6TA,Keevil Drive,,SW19 6TA,51.448039,-0.217788,1,2025-03-25,42
FW,FW · Highters Road · B14 4NA,Highters Road,,B14 4NA,52.410500,-1.875932,1,2025-03-17,43
FW,"FW · Unit 4 Martinbridge Industrial Estate, Lincoln Road · EN1 1SP",Unit 4 Martinbridge Industrial Estate,Lincoln Road,EN1 1SP,51.645403,-0.058218,1,2025-03-13,44
FW,FW · 5 Whitmore Road · B10 0NR,5 Whitmore Road,,B10 0NR,52.470521,-1.862943,1,2025-03-11,45
FW,FW · Edgehill Road · LE4 9ED,Edgehill Road,,LE4 9ED,52.655731,-1.095083,1,2025-02-27,46
FW,"FW · Veetec Motor Group, Unit 4, Lincoln Road · EN1 1SP",Veetec Motor Group,"Unit 4, Lincoln Road",EN1 1SP,51.645403,-0.058218,1,2025-02-24,47
FW,FW · West Midlands Freeport · B26 3QD,West Midlands Freeport,,B26 3QD,52.448766,-1.752730,1,2025-02-24,48
FW,"FW · Vetec Motor Group Limited, Lincoln Road · EN1 1SP",Vetec Motor Group Limited,Lincoln Road,EN1 1SP,51.645403,-0.058218,1,2025-01-29,49
FW,FW · 5 Weasdale Court · GU21 3RN,5 Weasdale Court,,GU21 3RN,51.325458,-0.598818,1,2025-01-27,50
FW,"FW · Martinbridge Industrial Estate, Lincoln Road · EN1 1SP",Martinbridge Industrial Estate,Lincoln Road,EN1 1SP,51.645403,-0.058218,1,2025-01-21,51
FW,FW · Beilby Road · B30 3BU,Beilby Road,,B30 3BU,52.422295,-1.917720,1,2025-01-17,52
FW,"FW · Somstar Recpvery & Storage, Moseley Street · B5 6JX",Somstar Recpvery & Storage,Moseley Street,B5 6JX,52.472554,-1.890158,1,2025-01-14,53
FW,FW · Coventry Road · B10 0SW,Coventry Road,,B10 0SW,52.471565,-1.863647,1,2025-01-07,54
FW,FW · Bentley Avenue · TS23 4BU,Bentley Avenue,,TS23 4BU,54.611821,-1.266758,1,2025-01-02,55
FW,FW · 185-189 Easton Road · BS5 0HQ,185-189 Easton Road,,BS5 0HQ,51.461978,-2.565329,1,2024-12-19,56
FW,FW · Boulters Close · SL1 9BQ,Boulters Close,,SL1 9BQ,51.510732,-0.627295,1,2024-12-11,57
FW,FW · Saffron Lane · LE2 6SD,Saffron Lane,,LE2 6SD,52.601864,-1.139913,1,2024-12-09,58
FW,FW · 7 Chester Gardens,7 Chester Gardens,,,,,1,2024-12-03,59
FW,FW · Maple Close · B21 9JZ,Maple Close,,B21 9JZ,52.508990,-1.938732,1,2024-12-02,60
FW,"FW · B Z Recovery, Avon Street · B11 4SE",B Z Recovery,Avon Street,B11 4SE,52.455887,-1.864651,1,2024-11-27,61
FW,FW · Wills Street · B19 1PP,Wills Street,,B19 1PP,52.500138,-1.915352,1,2024-11-26,62
FW,FW · Hilmarton Road,Hilmarton Road,,,,,1,2024-11-22,63
FW,FW · 115B Doncaster Road · LE4 6JN,115B Doncaster Road,,LE4 6JN,52.649848,-1.116047,1,2024-11-21,64
FW,FW · Lingard Close · B7 5DJ,Lingard Close,,B7 5DJ,52.493652,-1.871135,1,2024-11-21,65
FW,FW · Bell Barn Road · B15 2AA,Bell Barn Road,,B15 2AA,52.470719,-1.909844,1,2024-11-01,66
FW,FW · Lozells Street · B19 2AT,Lozells Street,,B19 2AT,52.501238,-1.906570,1,2024-11-01,67
FW,FW · Myddleton Road · N22 8NG,Myddleton Road,,N22 8NG,51.606335,-0.119242,1,2024-11-01,68
FW,"FW · Somstar Recovery & Storage, Moseley Street · BJ5 6JS",Somstar Recovery & Storage,Moseley Street,BJ5 6JS,,,1,2024-10-31,69
FW,FW · Nightingale Road · N9 8PT,Nightingale Road,,N9 8PT,51.633917,-0.044534,1,2024-10-25,70
FW,"FW · Somstar Recovery & Storage, MoseleyStreet · B5 6JS",Somstar Recovery & Storage,MoseleyStreet,B5 6JS,,,1,2024-10-25,71
FW,FW · St Saviours Estate · SE1 3DN,St Saviours Estate,,SE1 3DN,51.497901,-0.076423,1,2024-10-22,72
FW,"FW · Flat 6, 56 Clarence Road · N22 8PL",Flat 6,56 Clarence Road,N22 8PL,51.604683,-0.118790,1,2024-10-21,73
FW,FW · 5 Ontario Close · LE1 2JE,5 Ontario Close,,LE1 2JE,52.641744,-1.125284,1,2024-10-15,74
FW,FW · Peterborough Road · SW6 3BZ,Peterborough Road,,SW6 3BZ,51.469788,-0.198626,1,2024-10-15,75
FW,"FW · Somstar Recover & Storage, Moseley Street · B5 6JX",Somstar Recover & Storage,Moseley Street,B5 6JX,52.472554,-1.890158,1,2024-10-01,76
FW,"FW · Star City Storage, Bordesley Green · B9 4SU",Star City Storage,Bordesley Green,B9 4SU,52.477369,-1.853352,1,2024-09-23,77
FW,"FW · St Andrew's Shopping Park, Coventry Road · B10 0XA",St Andrew's Shopping Park,Coventry Road,B10 0XA,52.474283,-1.866554,1,2024-09-17,78
FW,FW · 17 Lingfield Gardens · B34 6TQ,17 Lingfield Gardens,,B34 6TQ,52.496026,-1.784384,1,2024-09-10,79
FW,FW · Churchill Way · M6 5BU,Churchill Way,,M6 5BU,53.484635,-2.279201,1,2024-09-10,80
FW,"FW · Flat 19, Ayley Croft · EN1 1XX",Flat 19,Ayley Croft,EN1 1XX,51.643404,-0.061310,1,2024-09-10,81
FW,FW · Parliament Street · B10 0QJ,Parliament Street,,B10 0QJ,52.469956,-1.863976,1,2024-09-09,82
FW,"FW · The Grange, 160 Grange Road · B10 9QY",The Grange,160 Grange Road,B10 9QY,52.473083,-1.855089,1,2024-09-04,83
FW,FW · Riverdene Road · IG1 2EA,Riverdene Road,,IG1 2EA,51.555159,0.068762,1,2024-08-28,84
FW,FW · Old Ford Road · E2 9PJ,Old Ford Road,,E2 9PJ,51.529975,-0.053978,1,2024-08-27,85
FW,FW · 40 Whyteville Road · E7 9LR,40 Whyteville Road,,E7 9LR,51.544168,0.028184,1,2024-08-21,86
FW,FW · 8 Beryl Street · EN3 4FS,8 Beryl Street,,EN3 4FS,51.645491,-0.047287,1,2024-08-21,87
FW,FW · Beryl Street · EN3 4FS,Beryl Street,,EN3 4FS,51.645491,-0.047287,1,2024-08-19,88
FW,"FW · Flat 115 Twinhell House, Stapleton Road · BS5 0QB",Flat 115 Twinhell House,Stapleton Road,BS5 0QB,51.462282,-2.571278,1,2024-08-12,89
FW,"FW · Somstar Recovery & Stprage, Moseley Street · B5 6JX",Somstar Recovery & Stprage,Moseley Street,B5 6JX,52.472554,-1.890158,1,2024-08-12,90
FW,FW · Wellington Road North · SK4 5BP,Wellington Road North,,SK4 5BP,53.425470,-2.176587,1,2024-08-07,91
FW,FW · Whitmore Road · B10 0NP,Whitmore Road,,B10 0NP,52.469262,-1.862491,1,2024-08-02,92
FW,FW · Darlington Road · OL11 2LL,Darlington Road,,OL11 2LL,53.599476,-2.157397,1,2024-07-08,93
FW,"FW · Somstar Storage & Recovery, Moseley Street · B5 6JX",Somstar Storage & Recovery,Moseley Street,B5 6JX,52.472554,-1.890158,1,2024-06-28,94
FW,FW · Luckington Road · B27 0UW,Luckington Road,,B27 0UW,,,1,2024-06-26,95
FW,FW · The Concourse · N9 0TY,The Concourse,,N9 0TY,51.624651,-0.058976,1,2024-06-14,96
FW,"FW · Loddon Cars, 220 Wharfedale Road · RG41 5TP",Loddon Cars,220 Wharfedale Road,RG41 5TP,51.436812,-0.883643,1,2024-06-07,97
GG,GG · Kent Road · YO8 4YF,Kent Road,,YO8 4YF,53.789724,-1.082475,1,2025-03-05,1
GG,GG · Wandle Road · SM4 6AE,Wandle Road,,SM4 6AE,51.396467,-0.181539,1,2025-02-19,2
GG,GG · Morden Road · CR4 4DF,Morden Road,,CR4 4DF,51.398422,-0.175985,1,2025-02-10,3
GGP,"GGP · Swade Storage, Higginshaw Lane · OL2 6HW",Swade Storage,Higginshaw Lane,OL2 6HW,53.559879,-2.103747,15,2025-04-09,1
GGP,GGP · Higginshaw Lane · OL2 6HW,Higginshaw Lane,,OL2 6HW,53.559879,-2.103747,12,2025-04-29,2
GGP,GGP · 165 Chamber Road · OL8 1AA,165 Chamber Road,,OL8 1AA,53.531486,-2.121284,2,2025-02-19,3
GGP,"GGP · Top Gear Auto, West Hendon Broadway · NW9 7AA",Top Gear Auto,West Hendon Broadway,NW9 7AA,51.576007,-0.237608,2,2024-12-30,4
GGP,GGP · Britannia Street · OL1 3QR,Britannia Street,,OL1 3QR,53.544529,-2.101567,2,2024-08-30,5
GGP,GGP · Whixley Way · LE5 1BF,Whixley Way,,LE5 1BF,52.661685,-1.068642,1,2025-07-23,6
GGP,GGP · 94 Tiverton Road · CV2 3DJ,94 Tiverton Road,,CV2 3DJ,52.420277,-1.462007,1,2025-05-23,7
GGP,GGP · Netherfield Close · WF10 5QW,Netherfield Close,,WF10 5QW,53.711626,-1.381785,1,2025-05-21,8
GGP,GGP · 58 Greesenhall Road · SW18 5QJ,58 Greesenhall Road,,SW18 5QJ,51.450497,-0.207344,1,2025-05-07,9
GGP,GGP · Shaw Road · OL1 3JA,Shaw Road,,OL1 3JA,53.549956,-2.103481,1,2025-04-17,10
GGP,GGP · Edgware Road · NW9 5AL,Edgware Road,,NW9 5AL,51.595447,-0.260419,1,2025-04-08,11
GGP,GGP · Mitre Street · BL1 6QJ,Mitre Street,,BL1 6QJ,53.602461,-2.436142,1,2025-04-07,12
GGP,GGP · Hill Drive · SK9 3AP,Hill Drive,,SK9 3AP,53.344871,-2.203996,1,2025-03-27,13
GGP,GGP · 42 Mapledon Road · M9 4QG,42 Mapledon Road,,M9 4QG,53.511785,-2.200454,1,2025-03-12,14
GGP,GGP · 78 Lime Green Road · OL8 3PE,78 Lime Green Road,,OL8 3PE,53.512378,-2.129297,1,2025-03-07,15
GGP,GGP · Felinfoel Road · SA15 3JQ,Felinfoel Road,,SA15 3JQ,51.687377,-4.159915,1,2025-03-06,16
GGP,GGP · Skein Road · SP11 6WX,Skein Road,,SP11 6WX,51.223030,-1.455535,1,2025-03-06,17
GGP,GGP · Teignmouth Gardens · UB6 8BX,Teignmouth Gardens,,UB6 8BX,51.533723,-0.322264,1,2025-03-06,18
GGP,GGP · 16 Cranford Lane · TW5 9ET,16 Cranford Lane,,TW5 9ET,51.483337,-0.383626,1,2025-03-04,19
GGP,GGP · Broad Street · B61 8LW,Broad Street,,B61 8LW,52.339864,-2.067158,1,2025-02-24,20
GGP,GGP · Firbank Green · BD2 3PR,Firbank Green,,BD2 3PR,53.810978,-1.716952,1,2025-01-29,21
GGP,GGP · Hanswick Close · LU2 9EQ,Hanswick Close,,LU2 9EQ,51.892548,-0.391828,1,2025-01-21,22
GGP,GGP · 136 prestwich Road · WD18 6LA,136 prestwich Road,,WD18 6LA,51.644242,-0.415545,1,2025-01-10,23
GGP,GGP · 71 Olive Hill Road · B62 8JN,71 Olive Hill Road,,B62 8JN,52.469112,-2.035044,1,2025-01-10,24
GGP,GGP · Barnsley Close · GU12 5RH,Barnsley Close,,GU12 5RH,51.284029,-0.713833,1,2025-01-08,25
GGP,GGP · Beech Avenue · B62 8LQ,Beech Avenue,,B62 8LQ,52.470791,-2.041699,1,2024-12-18,26
GGP,"GGP · Top Gear Auto, 176 West Hendon Broadway · NW9 7AA",Top Gear Auto,176 West Hendon Broadway,NW9 7AA,51.576007,-0.237608,1,2024-12-12,27
GGP,GGP · Tunstall Road · OL4 1PS,Tunstall Road,,OL4 1PS,53.538003,-2.090446,1,2024-12-09,28
GGP,"GGP · SMGB Trading Ltd, Storage Yard 1A, The Fairway · NW7 3HS",SMGB Trading Ltd,"Storage Yard 1A, The Fairway",NW7 3HS,51.627391,-0.256425,1,2024-12-04,29
GGP,GGP · Blackwater Trading Estate · GU12 4DJ,Blackwater Trading Estate,,GU12 4DJ,51.239566,-0.743323,1,2024-11-27,30
GGP,GGP · 32 Howard Road · NG19 6AY,32 Howard Road,,NG19 6AY,53.151248,-1.212916,1,2024-11-26,31
GGP,"GGP · Rose Hill Bowling Club Car Park, Rose Hill · SM1 3HH",Rose Hill Bowling Club Car Park,Rose Hill,SM1 3HH,51.378311,-0.194358,1,2024-11-08,32
GGP,GGP · 55 Parkway · BD5 8QB,55 Parkway,,BD5 8QB,53.771831,-1.747013,1,2024-11-01,33
GGP,GGP · 93 Lindisfarne Road · RM8 2QX,93 Lindisfarne Road,,RM8 2QX,51.556205,0.124956,1,2024-11-01,34
GGP,GGP · Somersby Drive · BL7 9PX,Somersby Drive,,BL7 9PX,53.620109,-2.427525,1,2024-10-29,35
GGP,GGP · Woodlands Village · WF1 5NH,Woodlands Village,,WF1 5NH,53.668410,-1.488803,1,2024-10-29,36
GGP,GGP · Trading Estate · LE2 0UB,Trading Estate,,LE2 0UB,52.634732,-1.118035,1,2024-10-17,37
GGP,GGP · Travis Street · M1 2NG,Travis Street,,M1 2NG,53.477607,-2.222577,1,2024-10-17,38
GGP,GGP · Goldsmith Avenue · E12 6QD,Goldsmith Avenue,,E12 6QD,51.545001,0.052638,1,2024-10-10,39
GGP,GGP · Dunton Road · E10 7AF,Dunton Road,,E10 7AF,51.573482,-0.013703,1,2024-10-09,40
GGP,GGP · 316 Hornby Street · BL9 5DS,316 Hornby Street,,BL9 5DS,53.604000,-2.293906,1,2024-10-08,41
GGP,GGP · Deanshut Road · OL8 2PN,Deanshut Road,,OL8 2PN,53.523255,-2.099329,1,2024-10-04,42
GGP,GGP · Wibsey Park Avenue · BD6 3QT,Wibsey Park Avenue,,BD6 3QT,53.762182,-1.791136,1,2024-10-04,43
GGP,GGP · 86 Vulcan Close · WA2 0HN,86 Vulcan Close,,WA2 0HN,53.413996,-2.561868,1,2024-10-01,44
GGP,"GGP · Top Gear Auto Ltd, West Hendon Broadway · NW9 7AA",Top Gear Auto Ltd,West Hendon Broadway,NW9 7AA,51.576007,-0.237608,1,2024-09-23,45
GGP,GGP · 3 Sandford · PE3 7LH,3 Sandford,,PE3 7LH,52.588296,-0.275938,1,2024-09-17,46
GGP,GGP · 30 Filey Spur · SL1 9JX,30 Filey Spur,,SL1 9JX,51.506504,-0.621054,1,2024-09-17,47
GGP,"GGP · Automotive Repair System, Unit 1, Shire Lane · BR6 7GZ",Automotive Repair System,"Unit 1, Shire Lane",BR6 7GZ,51.350897,0.051277,1,2024-09-16,48
GGP,GGP · Birdsfoot Lane · LU3 2HT,Birdsfoot Lane,,LU3 2HT,51.912129,-0.431544,1,2024-09-13,49
GGP,GGP · Waterside Drive · SL3 6AD,Waterside Drive,,SL3 6AD,51.508659,-0.549961,1,2024-09-13,50
GGP,GGP · 4 Sand Banks · BL1 7LP,4 Sand Banks,,BL1 7LP,53.611808,-2.431311,1,2024-08-29,51
GGP,GGP · Harlow Park Drive · HG2 0AR,Harlow Park Drive,,HG2 0AR,53.979379,-1.557558,1,2024-08-28,52
GGP,GGP · Oval Road North · RM10 9EP,Oval Road North,,RM10 9EP,51.531646,0.160840,1,2024-08-28,53
GGP,GGP · 708 Oldham Road · M35 9FH,708 Oldham Road,,M35 9FH,53.516797,-2.147182,1,2024-08-21,54
GGP,GGP · Acre Road · KT2 6EG,Acre Road,,KT2 6EG,51.414764,-0.298696,1,2024-08-20,55
GGP,GGP · Box Lane · LG11 0QS,Box Lane,,LG11 0QS,,,1,2024-08-12,56
GGP,GGP · 124 Wigan Road · PR7 6JW,124 Wigan Road,,PR7 6JW,53.668014,-2.675758,1,2024-08-07,57
GGP,GGP · 4A Dawlish Road · E10 6QD,4A Dawlish Road,,E10 6QD,51.564717,-0.009079,1,2024-08-07,58
GGP,"GGP · Top Gear Auto Ltd, 176 West Hendon Broadway · NW9 7AA",Top Gear Auto Ltd,176 West Hendon Broadway,NW9 7AA,51.576007,-0.237608,1,2024-08-06,59
GGP,"GGP · Unit 2A, Bertha Street · BL1 8AH",Unit 2A,Bertha Street,BL1 8AH,53.594009,-2.439394,1,2024-07-26,60
GGP,"GGP · The Mansfield Group, Unit 1 · L33 7YT",The Mansfield Group,Unit 1,L33 7YT,,,1,2024-07-24,61
GGP,"GGP · Swade Storage, Higginshaw Lane · OL1 3LA",Swade Storage,Higginshaw Lane,OL1 3LA,,,1,2024-07-23,62
GGP,GGP · 36 Radcliffe Road · BL9 9JY,36 Radcliffe Road,,BL9 9JY,53.581942,-2.301562,1,2024-07-22,63
GGP,"GGP · Top Gear Auto, Unit 9 South, West Hendon Broadway · NW9 7AA",Top Gear Auto,"Unit 9 South, West Hendon Broadway",NW9 7AA,51.576007,-0.237608,1,2024-07-11,64
GGP,GGP · 50 Hurst Street · BL9 7ES,50 Hurst Street,,BL9 7ES,53.590804,-2.283254,1,2024-07-10,65
GGP,GGP · 144 Wandle Road · SM4 6AE,144 Wandle Road,,SM4 6AE,51.396467,-0.181539,1,2024-07-05,66
GGP,"GGP · Top Gear Auto Ltd, Unit 9, South, 176 West Hendon Broadway · NW9 7AA",Top Gear Auto Ltd,"Unit 9, South, 176 West Hendon Broadway",NW9 7AA,51.576007,-0.237608,1,2024-06-24,67
GGP,GGP · 30 Cambridge Court · DL14 9SR,30 Cambridge Court,,DL14 9SR,54.641650,-1.689082,1,2024-06-19,68
GGP,GGP · 7 Quebec Avenue · SS1 2DE,7 Quebec Avenue,,SS1 2DE,51.537673,0.717041,1,2024-06-12,69
GGP,GGP · Pinewood Place · WF11 0QH,Pinewood Place,,WF11 0QH,53.702645,-1.259371,1,2024-06-04,70
GILDEAS,"GILDEAS · Hatties Autos, Chapelhall",Hatties Autos,Chapelhall,,,,1,2025-11-20,1
HJ,"HJ · Easdons Accident Repair Centre, Well Street · PA1 2QE",Easdons Accident Repair Centre,Well Street,PA1 2QE,55.848609,-4.440946,1,2024-10-30,1
HTU,"HTU · ITV Solutions, Cotton Brook Road · DE23 8YJ",ITV Solutions,Cotton Brook Road,DE23 8YJ,52.903060,-1.468914,94,2026-06-09,1
HTU,HTU · Cotton Brook Road · DE23 8YJ,Cotton Brook Road,,DE23 8YJ,52.903060,-1.468914,3,2025-06-16,2
HTU,"HTU · ITV Solutions, Unit 22, Cotton Brook Road · DE23 8YJ",ITV Solutions,"Unit 22, Cotton Brook Road",DE23 8YJ,52.903060,-1.468914,3,2025-01-08,3
HTU,HTU · City Link · NG2 4LA,City Link,,NG2 4LA,52.950159,-1.139040,2,2025-09-30,4
HTU,HTU · Sherriff Street · WR4 9AB,Sherriff Street,,WR4 9AB,52.194993,-2.207064,1,2025-11-11,5
HTU,HTU · 20 Timor Court · DE24 1AH,20 Timor Court,,DE24 1AH,52.908016,-1.445732,1,2025-11-03,6
HTU,"HTU · USA Motors, Unit 4 · NG7 5NR",USA Motors,Unit 4,NG7 5NR,52.968420,-1.178835,1,2025-11-03,7
